num_weaver,num_vintner,num_tribune,num_smith,num_senator,num_prefect,num_mercator,num_mason,num_farmer,num_diplomat,num_consul,num_colonist,num_architect,land_colonist_1_path,land_colonist_2_path,land_colonist_3_path,sea_colonist_1_path,sea_colonist_2_path,sea_colonist_3_path,num_coins,num_bricks,num_tools,num_food,num_wine,num_cloth,card_to_play
0, 0, 1, 0, 1, 2, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 1, 2, 0, 0, 12
